Latitude,Longitude,Zone,Roughness
45.4716858,9.270759225,zone4,1.755577529
45.4716858,9.271028719,zone4,1.585395702
45.4716858,9.271298214,zone4,1.350557799
45.4716858,9.271567709,zone4,1.208699737
45.4716858,9.271837203,zone4,1.125918878
45.4716858,9.272106698,zone4,1.102051442
45.4716858,9.272376192,zone4,0
45.4716858,9.272645687,zone4,0
45.4714163,9.202846589,zone4,0
45.4714163,9.203116084,zone4,0
45.4714163,9.203385578,zone4,0
45.4714163,9.203655073,zone4,0
45.4714163,9.203924568,zone4,0
45.4714163,9.204194062,zone4,0
45.4714163,9.204463557,zone4,0
45.4714163,9.204733051,zone4,0
45.4714163,9.205002546,zone4,0
45.4714163,9.205272041,zone4,0
45.4714163,9.205541535,zone4,0
45.4714163,9.20581103,zone4,0
45.4714163,9.206080524,zone4,0
45.4714163,9.206350019,zone4,0
45.4714163,9.206619514,zone4,0
45.4714163,9.206889008,zone4,0
45.4714163,9.207158503,zone4,0
45.4714163,9.207427997,zone4,0
45.4714163,9.207697492,zone4,0
45.4714163,9.207966986,zone4,0
45.4714163,9.208236481,zone4,0
45.4714163,9.208505976,zone4,0
45.4714163,9.20877547,zone4,0
45.4714163,9.209044965,zone4,0
45.4714163,9.209314459,zone4,0
45.4714163,9.209583954,zone4,0
45.4714163,9.209853449,zone4,0
45.4714163,9.210122943,zone4,0
45.4714163,9.210392438,zone4,0
45.4714163,9.210661932,zone4,0
45.4714163,9.210931427,zone4,0
45.4714163,9.211200921,zone4,0
45.4714163,9.211470416,zone4,0
45.4714163,9.211739911,zone4,0
45.4714163,9.212009405,zone4,0
45.4714163,9.2122789,zone4,0
45.4714163,9.212548394,zone4,0
45.4714163,9.212817889,zone4,0
45.4714163,9.213087384,zone4,0
45.4714163,9.213356878,zone4,0
45.4714163,9.213626373,zone4,0
45.4714163,9.213895867,zone4,0
45.4714163,9.214165362,zone4,0
45.4714163,9.214434856,zone4,0
45.4714163,9.214704351,zone4,0
45.4714163,9.214973846,zone4,0
45.4714163,9.21524334,zone4,0
45.4714163,9.215512835,zone4,0
45.4714163,9.215782329,zone4,0
45.4714163,9.216051824,zone4,0
45.4714163,9.216321319,zone4,0
45.4714163,9.216590813,zone4,0
45.4714163,9.216860308,zone4,0
45.4714163,9.217129802,zone4,0
45.4714163,9.217399297,zone4,0
45.4714163,9.217668791,zone4,0
45.4714163,9.217938286,zone4,0
45.4714163,9.218207781,zone4,0
45.4714163,9.218477275,zone4,0
45.4714163,9.21874677,zone4,0
45.4714163,9.219016264,zone4,0
45.4714163,9.219285759,zone4,0
45.4714163,9.219555254,zone4,0
45.4714163,9.219824748,zone4,0
45.4714163,9.220094243,zone4,0
45.4714163,9.220363737,zone4,0
45.4714163,9.220633232,zone4,0
45.4714163,9.220902727,zone4,0
45.4714163,9.221172221,zone4,0
45.4714163,9.221441716,zone4,0
45.4714163,9.22171121,zone4,0
45.4714163,9.221980705,zone4,0
45.4714163,9.222250199,zone4,0
45.4714163,9.222519694,zone4,0
45.4714163,9.222789189,zone4,0
45.4714163,9.223058683,zone4,0
45.4714163,9.223328178,zone4,0
45.4714163,9.223597672,zone4,0
45.4714163,9.223867167,zone4,0
45.4714163,9.224136662,zone4,0
45.4714163,9.224406156,zone4,0
45.4714163,9.224675651,zone4,0
45.4714163,9.224945145,zone4,0
45.4714163,9.22521464,zone4,0
45.4714163,9.225484134,zone4,0
45.4714163,9.225753629,zone4,0
45.4714163,9.226023124,zone4,0
45.4714163,9.226292618,zone4,0
45.4714163,9.226562113,zone4,0
45.4714163,9.226831607,zone4,0
45.4714163,9.227101102,zone4,0
45.4714163,9.227370597,zone4,0
45.4714163,9.227640091,zone4,0
45.4714163,9.227909586,zone4,0
45.4714163,9.22817908,zone4,0
45.4714163,9.228448575,zone4,0
45.4714163,9.228718069,zone4,0
45.4714163,9.228987564,zone4,0
45.4714163,9.229257059,zone4,0
45.4714163,9.229526553,zone4,0
45.4714163,9.229796048,zone4,0
45.4714163,9.230065542,zone4,0
45.4714163,9.230335037,zone4,0
45.4714163,9.230604532,zone4,0
45.4714163,9.230874026,zone4,0
45.4714163,9.231143521,zone4,0
45.4714163,9.231413015,zone4,0
45.4714163,9.23168251,zone4,0
45.4714163,9.231952005,zone4,0
45.4714163,9.232221499,zone4,0
45.4714163,9.232490994,zone4,0
45.4714163,9.232760488,zone4,0
45.4714163,9.233029983,zone4,0
45.4714163,9.233299477,zone4,0
45.4714163,9.233568972,zone4,0
45.4714163,9.233838467,zone4,0
45.4714163,9.234107961,zone4,0
45.4714163,9.234377456,zone4,0
45.4714163,9.23464695,zone4,0
45.4714163,9.234916445,zone4,0
45.4714163,9.23518594,zone4,0
45.4714163,9.235455434,zone4,0
45.4714163,9.235724929,zone4,0
45.4714163,9.235994423,zone4,0
45.4714163,9.236263918,zone4,0
45.4714163,9.236533412,zone4,0
45.4714163,9.236802907,zone4,0
45.4714163,9.237072402,zone4,0
45.4714163,9.237341896,zone4,0
45.4714163,9.237611391,zone4,0
45.4714163,9.237880885,zone4,0
45.4714163,9.23815038,zone4,0
45.4714163,9.238419875,zone4,0
45.4714163,9.238689369,zone4,0
45.4714163,9.238958864,zone4,0
45.4714163,9.239228358,zone4,0
45.4714163,9.239497853,zone4,0
45.4714163,9.239767347,zone4,0
45.4714163,9.240036842,zone4,0
45.4714163,9.240306337,zone4,0
45.4714163,9.240575831,zone4,0
45.4714163,9.240845326,zone4,0
45.4714163,9.24111482,zone4,0
45.4714163,9.241384315,zone4,0
45.4714163,9.24165381,zone4,0
45.4714163,9.241923304,zone4,0
45.4714163,9.242192799,zone4,0
45.4714163,9.242462293,zone4,0
45.4714163,9.242731788,zone4,0
45.4714163,9.243001283,zone4,0
45.4714163,9.243270777,zone4,0
45.4714163,9.243540272,zone4,0
45.4714163,9.243809766,zone4,0
45.4714163,9.244079261,zone4,0
45.4714163,9.244348755,zone4,0
45.4714163,9.24461825,zone4,0
45.4714163,9.244887745,zone4,0
45.4714163,9.245157239,zone4,0
45.4714163,9.245426734,zone4,0
45.4714163,9.245696228,zone4,0
45.4714163,9.245965723,zone4,0
45.4714163,9.246235218,zone4,0
45.4714163,9.246504712,zone4,0
45.4714163,9.246774207,zone4,0
45.4714163,9.247043701,zone4,0
45.4714163,9.247313196,zone4,0
45.4714163,9.24758269,zone4,0
45.4714163,9.247852185,zone4,0
45.4714163,9.24812168,zone4,0
45.4714163,9.248391174,zone4,0
45.4714163,9.248660669,zone4,0
45.4714163,9.248930163,zone4,0
45.4714163,9.249199658,zone4,0
45.4714163,9.249469153,zone4,0
45.4714163,9.249738647,zone4,0
45.4714163,9.250008142,zone4,0
45.4714163,9.250277636,zone4,0
45.4714163,9.250547131,zone4,0
45.4714163,9.250816625,zone4,0
45.4714163,9.25108612,zone4,0
45.4714163,9.251355615,zone4,0
45.4714163,9.251625109,zone4,0
45.4714163,9.251894604,zone4,0
45.4714163,9.252164098,zone4,0
45.4714163,9.252433593,zone4,0
45.4714163,9.252703088,zone4,0
45.4714163,9.252972582,zone4,0
45.4714163,9.253242077,zone4,0
45.4714163,9.253511571,zone4,0
45.4714163,9.253781066,zone4,0
45.4714163,9.254050561,zone4,0
45.4714163,9.254320055,zone4,0
45.4714163,9.25458955,zone4,0
45.4714163,9.254859044,zone4,0
45.4714163,9.255128539,zone4,0
45.4714163,9.255398033,zone4,0
45.4714163,9.255667528,zone4,0
45.4714163,9.255937023,zone4,0
45.4714163,9.256206517,zone4,0
45.4714163,9.256476012,zone4,0
45.4714163,9.256745506,zone4,0
45.4714163,9.257015001,zone4,0
45.4714163,9.257284496,zone4,0
45.4714163,9.25755399,zone4,0
45.4714163,9.257823485,zone4,0
45.4714163,9.258092979,zone4,0
45.4714163,9.258362474,zone4,0
45.4714163,9.258631968,zone4,0
45.4714163,9.258901463,zone4,0
45.4714163,9.259170958,zone4,0
45.4714163,9.259440452,zone4,0
45.4714163,9.259709947,zone4,0
45.4714163,9.259979441,zone4,0
45.4714163,9.260248936,zone4,0
45.4714163,9.260518431,zone4,0
45.4714163,9.260787925,zone4,0
45.4714163,9.26105742,zone4,0
45.4714163,9.261326914,zone4,0
45.4714163,9.261596409,zone4,0
45.4714163,9.261865903,zone4,0
45.4714163,9.262135398,zone4,0
45.4714163,9.262404893,zone4,0
45.4714163,9.262674387,zone4,0
45.4714163,9.262943882,zone4,0
45.4714163,9.263213376,zone4,0
45.4714163,9.263482871,zone4,0
45.4714163,9.263752366,zone4,0
45.4714163,9.26402186,zone4,0
45.4714163,9.264291355,zone4,0
45.4714163,9.264560849,zone4,0
45.4714163,9.264830344,zone4,0
45.4714163,9.265099838,zone4,0
45.4714163,9.265369333,zone4,0
45.4714163,9.265638828,zone4,0
45.4714163,9.265908322,zone4,0
45.4714163,9.266177817,zone4,0
45.4714163,9.266447311,zone4,0
45.4714163,9.266716806,zone4,0
45.4714163,9.266986301,zone4,0
45.4714163,9.267255795,zone4,0
45.4714163,9.26752529,zone4,0
45.4714163,9.267794784,zone4,0
45.4714163,9.268064279,zone4,0
45.4714163,9.268333774,zone4,0
45.4714163,9.268603268,zone4,0
45.4714163,9.268872763,zone4,0
45.4714163,9.269142257,zone4,0
45.4714163,9.269411752,zone4,0
45.4714163,9.269681246,zone4,0
45.4714163,9.269950741,zone4,1.862515751
45.4714163,9.270220236,zone4,1.820940558
45.4714163,9.27048973,zone4,1.735622121
45.4714163,9.270759225,zone4,1.696881598
45.4714163,9.271028719,zone4,1.55313108
45.4714163,9.271298214,zone4,1.349937477
45.4714163,9.271567709,zone4,1.246372382
45.4714163,9.271837203,zone4,1.147502662
45.4714163,9.272106698,zone4,1.127845456
45.4714163,9.272376192,zone4,0
45.4714163,9.272645687,zone4,0
45.47114681,9.202846589,zone4,0
45.47114681,9.203116084,zone4,0
45.47114681,9.203385578,zone4,0
45.47114681,9.203655073,zone4,0
45.47114681,9.203924568,zone4,0
45.47114681,9.204194062,zone4,0
45.47114681,9.204463557,zone4,0
45.47114681,9.204733051,zone4,0
45.47114681,9.205002546,zone4,0
45.47114681,9.205272041,zone4,0
45.47114681,9.205541535,zone4,0
45.47114681,9.20581103,zone4,0
45.47114681,9.206080524,zone4,0
45.47114681,9.206350019,zone4,0
45.47114681,9.206619514,zone4,0
45.47114681,9.206889008,zone4,0
45.47114681,9.207158503,zone4,0
45.47114681,9.207427997,zone4,0
45.47114681,9.207697492,zone4,0
45.47114681,9.207966986,zone4,0
45.47114681,9.208236481,zone4,0
45.47114681,9.208505976,zone4,0
45.47114681,9.20877547,zone4,0
45.47114681,9.209044965,zone4,0
45.47114681,9.209314459,zone4,0
45.47114681,9.209583954,zone4,0
45.47114681,9.209853449,zone4,0
45.47114681,9.210122943,zone4,0
45.47114681,9.210392438,zone4,0
45.47114681,9.210661932,zone4,0
45.47114681,9.210931427,zone4,0
45.47114681,9.211200921,zone4,0
45.47114681,9.211470416,zone4,0
45.47114681,9.211739911,zone4,0
45.47114681,9.212009405,zone4,0
45.47114681,9.2122789,zone4,0
45.47114681,9.212548394,zone4,0
45.47114681,9.212817889,zone4,0
45.47114681,9.213087384,zone4,0
45.47114681,9.213356878,zone4,0
45.47114681,9.213626373,zone4,0
45.47114681,9.213895867,zone4,0
45.47114681,9.214165362,zone4,0
45.47114681,9.214434856,zone4,0
45.47114681,9.214704351,zone4,0
45.47114681,9.214973846,zone4,0
45.47114681,9.21524334,zone4,0
45.47114681,9.215512835,zone4,0
45.47114681,9.215782329,zone4,0
45.47114681,9.216051824,zone4,0
45.47114681,9.216321319,zone4,0
45.47114681,9.216590813,zone4,0
45.47114681,9.216860308,zone4,0
45.47114681,9.217129802,zone4,0
45.47114681,9.217399297,zone4,0
45.47114681,9.217668791,zone4,0
45.47114681,9.217938286,zone4,0
45.47114681,9.218207781,zone4,0
45.47114681,9.218477275,zone4,0
45.47114681,9.21874677,zone4,0
45.47114681,9.219016264,zone4,0
45.47114681,9.219285759,zone4,0
45.47114681,9.219555254,zone4,0
45.47114681,9.219824748,zone4,0
45.47114681,9.220094243,zone4,0
45.47114681,9.220363737,zone4,0
45.47114681,9.220633232,zone4,0
45.47114681,9.220902727,zone4,0
45.47114681,9.221172221,zone4,0
45.47114681,9.221441716,zone4,0
45.47114681,9.22171121,zone4,0
45.47114681,9.221980705,zone4,0
45.47114681,9.222250199,zone4,0
45.47114681,9.222519694,zone4,0
45.47114681,9.222789189,zone4,0
45.47114681,9.223058683,zone4,0
45.47114681,9.223328178,zone4,0
45.47114681,9.223597672,zone4,0
45.47114681,9.223867167,zone4,0
45.47114681,9.224136662,zone4,0
45.47114681,9.224406156,zone4,0
45.47114681,9.224675651,zone4,0
45.47114681,9.224945145,zone4,0
45.47114681,9.22521464,zone4,0
45.47114681,9.225484134,zone4,0
45.47114681,9.225753629,zone4,0
45.47114681,9.226023124,zone4,0
45.47114681,9.226292618,zone4,0
45.47114681,9.226562113,zone4,0
45.47114681,9.226831607,zone4,0
45.47114681,9.227101102,zone4,0
45.47114681,9.227370597,zone4,0
45.47114681,9.227640091,zone4,0
45.47114681,9.227909586,zone4,0
45.47114681,9.22817908,zone4,0
45.47114681,9.228448575,zone4,0
45.47114681,9.228718069,zone4,0
45.47114681,9.228987564,zone4,0
45.47114681,9.229257059,zone4,0
45.47114681,9.229526553,zone4,0
45.47114681,9.229796048,zone4,0
45.47114681,9.230065542,zone4,0
45.47114681,9.230335037,zone4,0
45.47114681,9.230604532,zone4,0
45.47114681,9.230874026,zone4,0
45.47114681,9.231143521,zone4,0
45.47114681,9.231413015,zone4,0
45.47114681,9.23168251,zone4,0
45.47114681,9.231952005,zone4,0
45.47114681,9.232221499,zone4,0
45.47114681,9.232490994,zone4,0
45.47114681,9.232760488,zone4,0
45.47114681,9.233029983,zone4,0
45.47114681,9.233299477,zone4,0
45.47114681,9.233568972,zone4,0
45.47114681,9.233838467,zone4,0
45.47114681,9.234107961,zone4,0
45.47114681,9.234377456,zone4,0
45.47114681,9.23464695,zone4,0
45.47114681,9.234916445,zone4,0
45.47114681,9.23518594,zone4,0
45.47114681,9.235455434,zone4,0
45.47114681,9.235724929,zone4,0
45.47114681,9.235994423,zone4,0
45.47114681,9.236263918,zone4,0
45.47114681,9.236533412,zone4,0
45.47114681,9.236802907,zone4,0
45.47114681,9.237072402,zone4,0
45.47114681,9.237341896,zone4,0
45.47114681,9.237611391,zone4,0
45.47114681,9.237880885,zone4,0
45.47114681,9.23815038,zone4,0
45.47114681,9.238419875,zone4,0
45.47114681,9.238689369,zone4,0
45.47114681,9.238958864,zone4,0
45.47114681,9.239228358,zone4,0
45.47114681,9.239497853,zone4,0
45.47114681,9.239767347,zone4,0
45.47114681,9.240036842,zone4,0
45.47114681,9.240306337,zone4,0
45.47114681,9.240575831,zone4,0
45.47114681,9.240845326,zone4,0
45.47114681,9.24111482,zone4,0
45.47114681,9.241384315,zone4,0
45.47114681,9.24165381,zone4,0
45.47114681,9.241923304,zone4,0
45.47114681,9.242192799,zone4,0
45.47114681,9.242462293,zone4,0
45.47114681,9.242731788,zone4,0
45.47114681,9.243001283,zone4,0
45.47114681,9.243270777,zone4,0
45.47114681,9.243540272,zone4,0
45.47114681,9.243809766,zone4,0
45.47114681,9.244079261,zone4,0
45.47114681,9.244348755,zone4,0
45.47114681,9.24461825,zone4,0
45.47114681,9.244887745,zone4,0
45.47114681,9.245157239,zone4,0
45.47114681,9.245426734,zone4,0
45.47114681,9.245696228,zone4,0
45.47114681,9.245965723,zone4,0
45.47114681,9.246235218,zone4,0
45.47114681,9.246504712,zone4,0
45.47114681,9.246774207,zone4,0
45.47114681,9.247043701,zone4,0
45.47114681,9.247313196,zone4,0
45.47114681,9.24758269,zone4,0
45.47114681,9.247852185,zone4,0
45.47114681,9.24812168,zone4,0
45.47114681,9.248391174,zone4,0
45.47114681,9.248660669,zone4,0
45.47114681,9.248930163,zone4,0
45.47114681,9.249199658,zone4,0
45.47114681,9.249469153,zone4,0
45.47114681,9.249738647,zone4,0
45.47114681,9.250008142,zone4,0
45.47114681,9.250277636,zone4,0
45.47114681,9.250547131,zone4,0
45.47114681,9.250816625,zone4,0
45.47114681,9.25108612,zone4,0
45.47114681,9.251355615,zone4,0
45.47114681,9.251625109,zone4,0
45.47114681,9.251894604,zone4,0
45.47114681,9.252164098,zone4,0
45.47114681,9.252433593,zone4,0
45.47114681,9.252703088,zone4,0
45.47114681,9.252972582,zone4,0
45.47114681,9.253242077,zone4,0
45.47114681,9.253511571,zone4,0
45.47114681,9.253781066,zone4,0
45.47114681,9.254050561,zone4,0
45.47114681,9.254320055,zone4,0
45.47114681,9.25458955,zone4,0
45.47114681,9.254859044,zone4,0
45.47114681,9.255128539,zone4,0
45.47114681,9.255398033,zone4,0
45.47114681,9.255667528,zone4,0
45.47114681,9.255937023,zone4,0
45.47114681,9.256206517,zone4,0
45.47114681,9.256476012,zone4,0
45.47114681,9.256745506,zone4,0
45.47114681,9.257015001,zone4,0
45.47114681,9.257284496,zone4,0
45.47114681,9.25755399,zone4,0
45.47114681,9.257823485,zone4,0
45.47114681,9.258092979,zone4,0
45.47114681,9.258362474,zone4,0
45.47114681,9.258631968,zone4,0
45.47114681,9.258901463,zone4,0
45.47114681,9.259170958,zone4,0
45.47114681,9.259440452,zone4,0
45.47114681,9.259709947,zone4,0
45.47114681,9.259979441,zone4,0
45.47114681,9.260248936,zone4,0
45.47114681,9.260518431,zone4,0
45.47114681,9.260787925,zone4,0
45.47114681,9.26105742,zone4,0
45.47114681,9.261326914,zone4,0
45.47114681,9.261596409,zone4,0
45.47114681,9.261865903,zone4,0
45.47114681,9.262135398,zone4,0
45.47114681,9.262404893,zone4,0
45.47114681,9.262674387,zone4,0
45.47114681,9.262943882,zone4,0
45.47114681,9.263213376,zone4,0
45.47114681,9.263482871,zone4,0
45.47114681,9.263752366,zone4,0
45.47114681,9.26402186,zone4,0
45.47114681,9.264291355,zone4,0
45.47114681,9.264560849,zone4,0
45.47114681,9.264830344,zone4,0
45.47114681,9.265099838,zone4,0
45.47114681,9.265369333,zone4,0
45.47114681,9.265638828,zone4,0
45.47114681,9.265908322,zone4,0
45.47114681,9.266177817,zone4,0
45.47114681,9.266447311,zone4,0
45.47114681,9.266716806,zone4,0
45.47114681,9.266986301,zone4,0
45.47114681,9.267255795,zone4,0
45.47114681,9.26752529,zone4,0
45.47114681,9.267794784,zone4,0
45.47114681,9.268064279,zone4,0
45.47114681,9.268333774,zone4,0
45.47114681,9.268603268,zone4,0
45.47114681,9.268872763,zone4,0
45.47114681,9.269142257,zone4,0
45.47114681,9.269411752,zone4,0
45.47114681,9.269681246,zone4,0
45.47114681,9.269950741,zone4,1.851159211
45.47114681,9.270220236,zone4,1.782912425
45.47114681,9.27048973,zone4,1.69148251
45.47114681,9.270759225,zone4,1.651527399
45.47114681,9.271028719,zone4,1.501872421
45.47114681,9.271298214,zone4,1.336626535
45.47114681,9.271567709,zone4,1.255446258
45.47114681,9.271837203,zone4,1.195670663
45.47114681,9.272106698,zone4,1.17428172
45.47114681,9.272376192,zone4,0
45.47114681,9.272645687,zone4,0
45.47087732,9.202846589,zone4,0
45.47087732,9.203116084,zone4,0
45.47087732,9.203385578,zone4,0
45.47087732,9.203655073,zone4,0
45.47087732,9.203924568,zone4,0
45.47087732,9.204194062,zone4,0
45.47087732,9.204463557,zone4,0
45.47087732,9.204733051,zone4,0
45.47087732,9.205002546,zone4,0
45.47087732,9.205272041,zone4,0
45.47087732,9.205541535,zone4,0
45.47087732,9.20581103,zone4,0
45.47087732,9.206080524,zone4,0
45.47087732,9.206350019,zone4,0
45.47087732,9.206619514,zone4,0
45.47087732,9.206889008,zone4,0
45.47087732,9.207158503,zone4,0
45.47087732,9.207427997,zone4,0
45.47087732,9.207697492,zone4,0
45.47087732,9.207966986,zone4,0
45.47087732,9.208236481,zone4,0
45.47087732,9.208505976,zone4,0
45.47087732,9.20877547,zone4,0
45.47087732,9.209044965,zone4,0
45.47087732,9.209314459,zone4,0
45.47087732,9.209583954,zone4,0
45.47087732,9.209853449,zone4,0
45.47087732,9.210122943,zone4,0
45.47087732,9.210392438,zone4,0
45.47087732,9.210661932,zone4,0
45.47087732,9.210931427,zone4,0
45.47087732,9.211200921,zone4,0
45.47087732,9.211470416,zone4,0
45.47087732,9.211739911,zone4,0
45.47087732,9.212009405,zone4,0
45.47087732,9.2122789,zone4,0
45.47087732,9.212548394,zone4,0
45.47087732,9.212817889,zone4,0
45.47087732,9.213087384,zone4,0
45.47087732,9.213356878,zone4,0
45.47087732,9.213626373,zone4,0
45.47087732,9.213895867,zone4,0
45.47087732,9.214165362,zone4,0
45.47087732,9.214434856,zone4,0
45.47087732,9.214704351,zone4,0
45.47087732,9.214973846,zone4,0
45.47087732,9.21524334,zone4,0
45.47087732,9.215512835,zone4,0
45.47087732,9.215782329,zone4,0
45.47087732,9.216051824,zone4,0
45.47087732,9.216321319,zone4,0
45.47087732,9.216590813,zone4,0
45.47087732,9.216860308,zone4,0
45.47087732,9.217129802,zone4,0
45.47087732,9.217399297,zone4,0
45.47087732,9.217668791,zone4,0
45.47087732,9.217938286,zone4,0
45.47087732,9.218207781,zone4,0
45.47087732,9.218477275,zone4,0
45.47087732,9.21874677,zone4,0
45.47087732,9.219016264,zone4,0
45.47087732,9.219285759,zone4,0
45.47087732,9.219555254,zone4,0
45.47087732,9.219824748,zone4,0
45.47087732,9.220094243,zone4,0
45.47087732,9.220363737,zone4,0
45.47087732,9.220633232,zone4,0
45.47087732,9.220902727,zone4,0
45.47087732,9.221172221,zone4,0
45.47087732,9.221441716,zone4,0
45.47087732,9.22171121,zone4,0
45.47087732,9.221980705,zone4,0
45.47087732,9.222250199,zone4,0
45.47087732,9.222519694,zone4,0
45.47087732,9.222789189,zone4,0
45.47087732,9.223058683,zone4,0
45.47087732,9.223328178,zone4,0
45.47087732,9.223597672,zone4,0
45.47087732,9.223867167,zone4,0
45.47087732,9.224136662,zone4,0
45.47087732,9.224406156,zone4,0
45.47087732,9.224675651,zone4,0
45.47087732,9.224945145,zone4,0
45.47087732,9.22521464,zone4,0
45.47087732,9.225484134,zone4,0
45.47087732,9.225753629,zone4,0
45.47087732,9.226023124,zone4,0
45.47087732,9.226292618,zone4,0
45.47087732,9.226562113,zone4,0
45.47087732,9.226831607,zone4,0
45.47087732,9.227101102,zone4,0
45.47087732,9.227370597,zone4,0
45.47087732,9.227640091,zone4,0
45.47087732,9.227909586,zone4,0
45.47087732,9.22817908,zone4,0
45.47087732,9.228448575,zone4,0
45.47087732,9.228718069,zone4,0
45.47087732,9.228987564,zone4,0
45.47087732,9.229257059,zone4,0
45.47087732,9.229526553,zone4,0
45.47087732,9.229796048,zone4,0
45.47087732,9.230065542,zone4,0
45.47087732,9.230335037,zone4,0
45.47087732,9.230604532,zone4,0
45.47087732,9.230874026,zone4,0
45.47087732,9.231143521,zone4,0
45.47087732,9.231413015,zone4,0
45.47087732,9.23168251,zone4,0
45.47087732,9.231952005,zone4,0
45.47087732,9.232221499,zone4,0
45.47087732,9.232490994,zone4,0
45.47087732,9.232760488,zone4,0
45.47087732,9.233029983,zone4,0
45.47087732,9.233299477,zone4,0
45.47087732,9.233568972,zone4,0
